keyword,auth,auth_url,time,weibo_link,device,content,tran,comment,goods
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年07月31日 16:12,//weibo.com/5979495016/LEPTJyS0x?refer_flag=1001030103_,暂无,#超斯基信箱# “女朋友想用清凉油滴我唧唧上，会有什么危害吗？”不建议玩儿这么开，不然你会体会到什么是真正的“刺激”。 ​,52,1845,34937
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月01日 15:02,//weibo.com/5979495016/LEYRNcQBg?refer_flag=1001030103_,暂无,#超斯基信箱# “老公趁我睡着在隔壁房间偷偷打✈️，这正常吗？”如果平时正常吃饭，偶尔自己吃点零食也无不妥。如果不吃饭，只吃零食，这种情况就要沟通一下了。 ​,79,1847,34202
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月02日 14:02,//weibo.com/5979495016/LF7TXu3Tl?refer_flag=1001030103_,暂无,#超斯基信箱# “交了一个对象，一直没有身体接触，昨晚我们亲密了，就在外面蹭了蹭，没有啪，早上发现他肛周有尖锐湿疣，我会被传染吗？”图片放大后不清楚，这种比较难判断。不过看着那半圈上的突起不像是什么好东西，建议到公立医院皮肤性病科面诊。如果在身体其他地方蹭，应该不会被传染。如果 ​  展开c,40,2011,53381
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月02日 20:19,//weibo.com/5979495016/LFamRdeO3?refer_flag=1001030103_,暂无,#超斯基信箱# “这个图片是真的吗”两种情况，一种情况图片是ps的，另一种是用某种食物做了个丁丁的造型放在西红柿炒鸡蛋里，我更倾向于后一种可能。图一的丁丁头明显较丁丁体宽出很多来，不太符合实际。**经评论区补充，还有可能是实物丁丁穿过饭盒与西红柿炒鸡蛋摆在了一起，目前来看这种可能性 ​  展开c,56,1634,14112
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月03日 21:05,//weibo.com/5979495016/LFk628rkf?refer_flag=1001030103_,暂无,#超斯基信箱# “为什么两人合作doi会让皮肤变好，自己动手却会让皮肤变差”想多了，doi和diy一般来说都不会影响皮肤。影响皮肤健康的因素有很多，比如年龄、光照、环境、有害物质、睡眠、营养等等。 ​,70,915,29096
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月04日 17:32,//weibo.com/5979495016/LFs8jabpT?refer_flag=1001030103_,暂无,#超斯基信箱# “擦屁股时老擦到手上怎么办？”换张大一点厚一点的擦屁股纸，或者戴上一次性手套 ​,34,879,15042
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月05日 13:12,//weibo.com/5979495016/LFzR07YRP?refer_flag=1001030103_,暂无,#超斯基信箱# “和陌生人互相打✈️，，陌生人的唾液吐在我的G头上了，，会感染性病吗”确定只是互相打✈️吗？陌生人的唾液为什么会吐在你的G头上呢？没有口腔摩擦的过程，只是吐了一口唾液吗？如果对方没有杏传播疾病，以上这些动作，包括更深入的交流，都不会感染。但如果对方存在杏病，要根据 ​  展开c,91,1462,34392
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月05日 15:36,//weibo.com/5979495016/LFANx5oVp?refer_flag=1001030103_,暂无,#超斯基信箱# “帮我看看是不是尖锐湿疣”从图片来看这个样子是尖尖，尽快到医院就诊吧。另外，有过杏接触的人，最好也能告知他们去医院检查一下。 ​,26,2582,38199
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月05日 21:20,//weibo.com/5979495016/LFD35BHsu?refer_flag=1001030103_,暂无,#超斯基信箱# “我是第四爱，以后准备跟男朋友做的话有什么注意事项吗？”我昨天才刚说过，无论男生还是女生，缸门是出口，不是入口，它的弹性没有一些人想象的那么好，并不是一个理想的杏行为方式。菊花被进入的时间一长就可能松弛很多，而且刚蕉可能会损伤阴部神经、肛管直肠周围肌肉组织甚至肛 ​  展开c,112,2393,33451
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月06日 11:39,//weibo.com/5979495016/LFIFEvWRM?refer_flag=1001030103_,暂无,#超斯基信箱# “头交是真的吗？”我没有看到过类似的视频，无法判断视频真实性。不过，成年人的头围大约在五六十厘米，不可能整个塞入并且不对对方造成伤害。 ​,194,5318,65682
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月06日 17:38,//weibo.com/5979495016/LFL1na54Z?refer_flag=1001030103_,暂无,#超斯基信箱# “为啥我yd分泌物有股米酒的味道”“米酒味”是种什么味？是酒味吗？除了酒味，不同种类的米酒味道应该不一样吧？正常来说，yd分泌物应该是没有腥臭味的，如果出现异常气味，可能是由于某些疾病因素引起的，最好去医院检查一下看看吧。 ​,32,1426,15392
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月07日 14:31,//weibo.com/5979495016/LFTefETxo?refer_flag=1001030103_,暂无,#超斯基信箱# “请问男性也会潮chui吗？把男朋友玩尿了，但是又没什么味道……他说很爽，要出来了，但是没she……出来的是尿？？”这种情况应该是尿失禁了。平时膀胱颈口处在关闭状态，一般只有在想要小便的时候才会开启。如果因为控制阀门的肌肉、神经等出现异常，就可能出现尿失禁。如果经常在杏 ​  展开c,122,2842,35746
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月07日 17:59,//weibo.com/5979495016/LFUAsbVuC?refer_flag=1001030103_,暂无,#超斯基信箱# “麻烦帮我看看这是不是啊 我男朋友说这个就是普通的疣 他妈妈是护士也说不像（给他妈妈看的照片并不知道是他的）而且之前他体检时抽过艾滋梅毒都没事所以我现在内心很纠结 想带他去看病他也觉得没必要”从图片来看考虑有可能是尖锐湿疣，但还不能判断一定是，最好到医院就诊，切除 ​  展开c,76,1434,32065
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月08日 13:28,//weibo.com/5979495016/M04MI3DGk?refer_flag=1001030103_,暂无,#超斯基信箱# “这个量比一般人都多了吧？”SHE精量，一般在1.5ml以上就算是正常的，虽然有的人可以一次性she出很多，但这没什么实际意义，也不代表其杏功能强大。相反，如果量太多，要考虑是否存在附属性腺的炎症，因为这会导致米青液量增多。像图中这种一次量在8-10ml甚至可能还多一点，有可能平 ​  展开c,18,1697,28971
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月09日 21:23,//weibo.com/5979495016/M0hkc2USJ?refer_flag=1001030103_,暂无,#超斯基信箱# “男朋友不戴t十几下（不超过三分钟）就释然了，戴套呢又能十到二十分钟，这种情况需要看医生吗？”she精的快慢除了与自身有一定关系，还与外界的杏刺激强度有关。在啪时，杏刺激包括了视觉、听觉、嗅觉、触觉等等多种感觉，这些感觉（也就是所说的快感）越强烈，就越容易she精熄火。 ​  展开c,45,1537,18487
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月10日 20:57,//weibo.com/5979495016/M0qzOdXEf?refer_flag=1001030103_,暂无,#超斯基信箱# “去洗浴中心泡汤比较频繁有可能得那个病吗？”杏传播疾病主要是通过杏接触传播，如果只是去洗浴中心洗澡而没有做其它事情，基本不会感染杏病。不过个别情况下有可能感染其它皮肤病，感觉不舒服可以到医院看一下。 ​,19,705,11141
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月11日 11:14,//weibo.com/5979495016/M0wbRooLA?refer_flag=1001030103_,暂无,#超斯基信箱# “男朋友比我大6岁，一戴t就软是啥毛病（当然不戴拒绝打扑克），不戴就好好的，说一戴就紧张。这是不是得去看医生。不戴t的时候葧荠正常，一戴t就软，这种情况考虑可能存在心理性的葧荠功能障碍。打扑克时需要心态放松，如果过于紧张激动，交感神经过于兴奋，会抑制葧荠，结果是无法 ​  展开c,125,1565,28217
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月11日 15:37,//weibo.com/5979495016/M0xUNFvHZ?refer_flag=1001030103_,暂无,#超斯基信箱# “这种真的可能吗？”这是一个用聊天记录做的视频，看内容的大概意思是女方和男方分手了，是因为男方放了一个屁，嘣出一个套，暗示男方的菊花曾经使用过，而且还落下了“证据”。不过，这很可能是编者想象的故事情节。如果男方菊花曾使用过，套并不容易整个进入菊花内，就算对方出来 ​  展开c,24,916,20546
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月11日 19:25,//weibo.com/5979495016/M0zoZEiBA?refer_flag=1001030103_,暂无,#超斯基信箱# “男人生孩子能不能实现？”以目前的医疗技术来说，不能实现，未来什么情况，我不知道。图二只是显示静态图，但胎儿是从受精卵、胚胎开始不断长大的，目前没有这样的人造子宫。图三里的文字看似有理有据，实则存在很多问题，无法实现。人造子宫在体内的结构、位置、功能等等都不是描述 ​  展开c,169,1024,31539
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月12日 14:26,//weibo.com/5979495016/M0GSlnyhn?refer_flag=1001030103_,暂无,#超斯基信箱# “老公tb买了好多yinjing膏，印度神油，延时避孕帽之类的，是结婚前几个月买的，是私生活混乱吗？”买这些东西，有可能是担心自己的杏功能，想要延长时间。不过，仅凭这些不能说是私生活混乱，因为不知道使用的对象是谁。想要了解，最好还是夫妻之间进行沟通。 ​,29,530,16865
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月12日 20:32,//weibo.com/5979495016/M0JgWi0CG?refer_flag=1001030103_,暂无,#超斯基信箱# “给男朋友做前列腺按摩需要什么注意事项吗？”在进行前列腺按摩时，一般是右手食指戴橡皮手套，涂润滑的石蜡油，先轻柔按摩肛周而后缓缓伸入直肠内，触摸到前列腺后，用食指的最末指节的指腹对着前列腺的直肠面，从外向上向内向下顺序对前列腺进行按压。留取前列腺液时，可以先从腺 ​  展开c,266,1990,28972
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月14日 21:24,//weibo.com/5979495016/M12t1y4f9?refer_flag=1001030103_,暂无,#超斯基信箱# “可以出一期关于男生处nv情结的文章吗，男朋友处nv情结很严重，我不知道该怎么办”这个问题我觉得就没有必要专门出一期文章写了。如果一方没有杏经历，希望找一个同样没有杏经历的人，可以理解。但不能要求对方必须没有过杏经历。假如一方已经有过杏经历，就更不能要求对方了。如 ​  展开c,172,2488,65255
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月15日 21:18,//weibo.com/5979495016/M1bQZc0Al?refer_flag=1001030103_,暂无,#超斯基信箱# “阳痿病人的心理一般是怎样的？”对于ED患者来说，更容易出现自信心和自尊心下降的心理问题，进而可能回避杏生活。在心理方面需要正确认识ED以及发生ED的原因，积极寻找可能的诱因和危险因素并加以改善，消除焦虑抑郁等一些精神因素，夫妻双方也要进行有效的沟通。逃避解决不了问 ​  展开c,62,1061,20073
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月16日 14:14,//weibo.com/5979495016/M1ivwEsKi?refer_flag=1001030103_,暂无,#超斯基信箱# “今天突然想起你就顺手把老公的丁丁翻来翻去检查了一下，发现尿道口下方有对称的两组凸起，一共四个小点，请问这是菜花吗？”这种在系带处像米粒一样的小疙瘩，叫系带旁丘疹，不是HPV感染，很多男生都有的，不需要处理。ps1：不是所有长在这里的都是系带旁丘疹，也有些人可能是尖尖 ​  展开c,89,1997,51637
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月17日 12:52,//weibo.com/5979495016/M1roq35CH?refer_flag=1001030103_,暂无,#超斯基信箱# “这个是尖尖吗？”从图片来看应该是长了将近一圈尖锐湿疣。这种情况有的人可能会误以为是丁丁珍珠状丘疹而不在意。不过，从外观上来看也与丁丁珍珠状丘疹有很大区别，而且长在了冠状沟下方的包皮内板处而不是冠状沟处。需要尽快到公立医院皮肤性病科或者泌尿外科就诊，杏伴侣也要 ​  展开c,102,3210,81072
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月17日 18:48,//weibo.com/5979495016/M1tIX49s8?refer_flag=1001030103_,暂无,#超斯基信箱# “我有一个小小的问题。有时候没事喜欢玩男盆友小弟弟，他就持续处于挺立状态，但是并不蛇精那种，就是单纯的玩。请问这样对男盆友身体有伤害吗？”好家伙，这是把几几当成手把件儿吗？每天还要盘一盘……其实，在唧唧一软一硬之间，前列腺也在充血。前列腺频繁的反复充血、腺管松弛 ​  展开c,88,1816,20497
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月18日 12:52,//weibo.com/5979495016/M1AOY6PN5?refer_flag=1001030103_,暂无,#超斯基信箱# “我和男朋友几乎天天做，他杏欲望很强，然后还瘦，他做完就很累，怎么才能降低他欲望啊，有点心疼，怕他再瘦”啪啊啪对热量的消耗其实有限，他的瘦和继续瘦与啪关系不大。如果刚开始有啪生活，可能劲头还比较大，想要天天做甚至一天做几次。当他感觉吃不消的时候，慢慢的自己可能就 ​  展开c,63,2465,24941
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月18日 16:48,//weibo.com/5979495016/M1CmM3vZp?refer_flag=1001030103_,暂无,#超斯基信箱# “我和男朋友买可乐时他不喜欢带套，但他都是快要she的时候都会出来，所以我也觉得比较无所谓，但是我怀疑过他自己不知道的情况下会不会遗留在里面，但他说she的感觉是很不一样的他有点想she的时候都会出来，已经持续这样很久了，这样一直不she对他身体有没有影响，还有就是我也很害怕他 ​  展开c,112,2320,44573
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月19日 19:56,//weibo.com/5979495016/M1N1Bg224?refer_flag=1001030103_,暂无,#超斯基信箱# “我前男友联系我说hpv6阳性，分手有3-4个月左右了，我目前没症状，这种要去检查一下吗？被传染的几率大吗”HPV6和11型是引起尖锐湿疣的主要类型，感染潜伏期在3周到8个月，平均3个月。目前男方“没什么症状”，不过不清楚其是否存在疣体。如果发现有疣体，由于病毒载量高，传染性也 ​  展开c,48,580,22458
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月20日 21:54,//weibo.com/5979495016/M1XeblfIp?refer_flag=1001030103_,暂无,#超斯基信箱# “我好像真的‘不出意料’的在第一次遭遇了心因性葧起障碍和妹子看电影时的小互动很正常，后面的亲密接触前戏都是正常的，后面妹子感觉来了去拿套套那十多秒就….之后就硬不起来了。虽然看过您相关科普知道是这么回事，但看着妹子失望的样子还是有点焦虑”看了我这么 ​  展开c,63,1088,14963
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月21日 13:06,//weibo.com/5979495016/M23cmb9bN?refer_flag=1001030103_,暂无,#超斯基信箱# “丁丁不用会越来越小吗”打篮球时总是用手来回调整，有没有可能是内裤不得劲儿？一般来说如果丁丁大了，在里面晃里晃荡不舒服，可能要调整一下蛋道。如果丁丁小，力臂短，丁丁相对固定，没有那么容易摆动。在运动、紧张等情况下，油条和鸡蛋都会尽量靠近身体，它们也怕自己一不小心 ​  展开c,36,1022,14127
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月22日 18:53,//weibo.com/5979495016/M2eTE8Uja?refer_flag=1001030103_,暂无,#超斯基信箱# “我隔壁工位的同事是gay，他的男友（至今未分手）有过梅毒说治愈了并且乱交，他自己今天测了艾滋和梅毒都阴性，然后我想问一下，我平时会危险吗？”梅毒艾滋的主要传播途径为杏传播、血液传播和母婴传播。日常生活中的常规接触相对来说是安全的，而且他检测的结果是阴性的。主要是心理 ​  展开c,55,1114,34776
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月23日 13:00,//weibo.com/5979495016/M2m0FcxCr?refer_flag=1001030103_,暂无,#超斯基信箱# “感觉对面楼上有人在偷窥，怎么办？”对于这种情况，大家有什么建议？ ​,186,1554,51379
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月24日 17:50,//weibo.com/5979495016/M2xlbjFz3?refer_flag=1001030103_,暂无,#超斯基信箱# “这东西是尿路结石吗？小便时尿出来的”小便时尿出来这样一个固体颗粒，基本上可以判断是尿路结石。可以到公立医院泌尿外科就诊进一步检查，包括明确结石性质、检查泌尿系统是否还存在其它结石。平时饮食和饮水方面也要多加注意了，对于最常见的含钙尿路结石，要尽量保证我们每天的 ​  展开c,79,803,7137
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月25日 13:11,//weibo.com/5979495016/M2EWntV4v?refer_flag=1001030103_,暂无,#超斯基信箱# “可以帮忙看下我男朋友的丁丁上是什么吗？”之前我应该说过几次了，这种在系带处像米粒一样的小疙瘩，叫系带旁丘疹，不是HPV感染，很多男生都有的，不需要处理（虽然这根丁丁上长的有点多）。至于丁丁在放松状态下用包 皮把头包住，这种属于包 皮过长，可以考虑包 皮环切手术，如果 ​  展开c,36,1767,25994
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月25日 16:13,//weibo.com/5979495016/M2G8j8dVj?refer_flag=1001030103_,暂无,#超斯基信箱# “网上男生发我的，真的有这么粗的吗，感觉好离谱，还真的比*动瓶盖大这么多”公开资料显示，某动瓶口的直径为3.6cm（瓶盖直径为3.8cm），所以瓶口周长为3.6*3.14=11.3cm。据学术资料，国产丁丁平时周长约7-12cm，平均9.4cm，葧起时周长8-14cm，平均10.8cm。（以上数据，仅供参考） ​  展开c,67,2654,27002
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月26日 14:15,//weibo.com/5979495016/M2OMECHJn?refer_flag=1001030103_,暂无,#超斯基信箱# “痛风影响杏欲吗？”一般来说痛风和使用治疗痛风的药对杏欲没有太大影响，不过如果是痛风急性发作期的话，可能会对杏欲和杏生活有一定影响。影响杏欲的因素有很多，比如年龄增长、睾酮缺乏、应激状态、关系问题、身体状态、抑郁以及全身性疾病等等。不愿意过杏生活有可能是杏欲下 ​  展开c,22,851,11479
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月26日 20:47,//weibo.com/5979495016/M2Rm4dMqp?refer_flag=1001030103_,暂无,#超斯基信箱# “我的丁丁不止往左弯曲，而且有点螺旋，包 皮系带原本应该在底部的，现在葧起后基本上在右侧，请问问题大吗”丁丁是个立体的小棍棍，所以在三维空间里可以整体向一侧偏，也可以在丁丁各个位置发生弯曲，还可能沿着丁丁的纵轴顺时针或者逆时针扭转。丁丁扭转是指丁丁头向一侧扭转，偏 ​  展开c,8,1171,4512
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月27日 12:58,//weibo.com/5979495016/M2XI39h2q?refer_flag=1001030103_,暂无,#超斯基信箱# “能否康康这是不是尖尖？”从图片来看，这不是尖锐湿疣，像是传染性软疣，不过最好到医院面诊确诊。传染性软疣俗称“水瘊子”，是传染性软疣病毒（MCV）感染所致的。儿童的传染性软疣是一种常见的、良性性过程，常通过皮肤直接接触或经传染媒介受感染，多发生在面部、躯干及四肢。 ​  展开c,26,608,4291
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月28日 11:31,//weibo.com/5979495016/M36z40GrM?refer_flag=1001030103_,暂无,#超斯基信箱# 和男友商量过以后想丁克，但他怕父母反对，所以我们想着就谎称是他自身问题无法生育，想问下有没有什么病因可以参考呀，就是那种肯定治不好的病因，但除了生育问题外其他都不影响….就在影视剧中看过什么含精量为0的，但一搜又好像说能吃药治”不建议向父母谎称自己无法生育。一方面 ​  展开c,136,1436,37201
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月28日 13:10,//weibo.com/5979495016/M37dAfS0S?refer_flag=1001030103_,暂无,#超斯基信箱# “这是不是菜花啊？”从图片来看，是尖锐湿疣了。啪时要戴安全帽，不过安全帽未覆盖的地方也是有可能被感染的。看大小应该长了也有一段时间了，应该早去医院检查的。尽快去医院吧，之前发生过关系的杏伴侣最好也去查一下。 ​,42,2061,26503
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月29日 11:20,//weibo.com/5979495016/M3fVc97I6?refer_flag=1001030103_,暂无,#超斯基信箱# “这是珍珠状丘疹，还是尖锐湿疣啊？我对象要我帮他口，我才发现了这个，问他，他也说不知道。”图片放大后不是很清楚（这也是大多数私信发图片的共同问题，过于模糊无法判断）。一般来说，冠状沟处的这一圈小颗粒是丁丁珍珠状丘疹，不是尖锐湿疣。丁丁珍珠状丘疹在有包皮垢、包皮 ​  展开c,32,1218,10418
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月29日 18:55,//weibo.com/5979495016/M3iTOFQKQ?refer_flag=1001030103_,暂无,#超斯基信箱# “我老公对我没有兴趣了.…就ying那么一下，立刻就软了。这是病吗？”如果任何情况下（包括面对其他人时）都很难葧起或者维持葧起，要检查是否有疾病因素导致的葧起功能障碍，同时评估一下心理因素。如果只是在和你啪时ying一下就软，有可能是心病，就像第一句话所说的那样。 ​,19,1076,15965
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月30日 12:55,//weibo.com/5979495016/M3pYe5ysG?refer_flag=1001030103_,暂无,#超斯基信箱# “男朋友把我绿了，我要去医院做哪些项目体检？”对于这类情况，可能涉及到的检查，包括但不限于淋球菌、支原体、衣原体、单纯疱疹病毒(HSV)、人乳头瘤病毒(HPV)、乙肝、梅毒、人类免疫缺陷病毒(HIV)等。另外，如果出现身体上的不适症状或有异常情况，需要及时去医院就诊检查。 ​,269,825,22851
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月31日 11:43,//weibo.com/5979495016/M3yVyhm7r?refer_flag=1001030103_,暂无,#超斯基信箱# “我和对象都是男生，之前在准备插入式杏蕉时，我手指碰到他缸门内壁有米粒状凸起，作为您的粉丝，自然悬崖勒马，停止了将要进行的杏行为。今天陪他去医院检查，确诊尖锐湿疣……在发现菜花之前，我们有进行 oral sex和舌吻，没有在无保护措施下的插入式杏蕉，也就没有直接接触疣体，这 ​  展开c,76,1209,45270
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月31日 18:36,//weibo.com/5979495016/M3BD26bzJ?refer_flag=1001030103_,暂无,#超斯基信箱# “我朋友的老公不爱跟她啪只喜欢打✈️咋回事”怎么说呢，如果平时正常吃饭，偶尔自己吃点零食也无不妥。但如果不吃饭，只吃零食，这种情况就要沟通一下了。是男方不喜欢啪？不喜欢跟她啪？还是…喜欢男生？需要你的朋友自己去了解。 ​,23,723,11550
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年08月31日 21:54,//weibo.com/5979495016/M3CVAwAfI?refer_flag=1001030103_,暂无,#超斯基信箱# “我有自虐倾向，喜欢别人打屁股，怎么办，有什么方法可以抵消我的这种想法嘛。”杏虐待症包括主动和被动两种，主动的是向对方施加肉体或心理上的痛苦，从而获得杏满足的行为。被动的是要求杏对象对自己施加身心的折磨，从而获得杏兴奋和杏满足。在正常的杏生活中，有时双方有可能出 ​  展开c,54,1163,8929
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月01日 12:23,//weibo.com/5979495016/M3ICglV4f?refer_flag=1001030103_,暂无,#超斯基信箱# “我今天突然发现自己阴囊处有一个小小的白点点。半年前跟唯一的女朋友有过，这半年完全没有过了，但是看着好担心”从图片来看，这是尖锐湿疣，建议尽快到公立医院皮肤性病科就诊治疗。HPV6和11型是引起尖锐湿疣的主要类型，感染潜伏期在3周到8个月，平均3个月。如果“半年前跟唯一的 ​  展开c,43,1542,21820
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月03日 14:12,//weibo.com/5979495016/M42bn8rew?refer_flag=1001030103_,暂无,#超斯基信箱# “这是真的吗？这么粗吗”仅从图片来看，白布下的圆柱体估测长度应在20cm+，宽度在5cm左右。不过，白布下的圆柱体一定是丁丁吗？这个没法确定。我之前写过不少关于丁丁长短粗细的科普文章。研究结果显示，中国成人丁丁自然疲软长度及充分葧起平均长度分别为7.42cm及12.42cm，平均周长 ​  展开c,59,2751,28620
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月03日 18:35,//weibo.com/5979495016/M43U6ERRh?refer_flag=1001030103_,暂无,#超斯基信箱# “奶头很敏感，一摸下面就硬了，比用手撸两下硬的还快，男人的奶头也是杏器官吗？”男生的杏器官主要有两处：大脑和丁丁。不过，男生身体的杏敏感「开关」倒是有不少。有研究显示，关于身体的杏敏感区域，男性和女性之间的一致性普遍较高，这就是说，女生身体敏感的「开关」，基本上 ​  展开c,97,1851,22406
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月03日 21:19,//weibo.com/5979495016/M44YMh8uW?refer_flag=1001030103_,暂无,#超斯基信箱# “我和我男朋友第一次亲密的肢体接触他就摸我私处、这正常吗。之前一直表现的很正经，平时也挺不食烟火那味的”亲密接触爱抚应该是让双方都能接受并且都感到愉快的。之前的科普里说了，女生也有杏敏感地带，有的人以为摸摸下面女生就能提起性趣来，但是一上来就一直逮着下面一个劲儿地 ​  展开c,41,748,33640
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月04日 22:01,//weibo.com/5979495016/M4eGdm8AO?refer_flag=1001030103_,暂无,#超斯基信箱# “以前大学玩真心话大冒险，一个学长说他跟女朋友加前戏能有俩小时，一直很困惑这个时间正常吗”真心话大冒险这种游戏，说的到底是不是真话未可知，有需要的话再多加一个钟也不是不可以。前戏+啪能有两个小时倒是没什么，但要看前戏多久以及啪多久。前戏1个小时58分钟，啪两分钟，那 ​  展开c,58,1933,25521
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月05日 15:52,//weibo.com/5979495016/M4lGV7AMe?refer_flag=1001030103_,暂无,#超斯基信箱# “在男朋友的尿道口发现了这个，是菜花吗？”这个尖锐湿疣长在了尿道口内侧，尽快到公立医院皮肤性病科和泌尿外科就诊吧。如果只是在尿道口，相对还好处理，如果长的位置更深入，处理起来可能就困难一些了。建议杏伴侣也去检查一下。 ​,111,2890,55050
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月06日 12:26,//weibo.com/5979495016/M4tMbeBsJ?refer_flag=1001030103_,暂无,#超斯基信箱# “我无法分辨痔疮与HPV”痔疮和尖锐湿疣的鉴别不算难，无论是从病因还是临床表现，多数情况下相对容易分辨。痔疮是静脉丛的迂曲、扩张，所以看上去相对“光滑、圆润”，而那种看上去“麻麻赖赖”的，有可能是尖锐湿疣。其实不太需要自己来分辨，如果没有不洁杏生活的话，基本不用担 ​  展开c,67,3803,34306
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月07日 13:16,//weibo.com/5979495016/M4DwJyB1l?refer_flag=1001030103_,暂无,#超斯基信箱# “第一次she 米青液在女朋友肚子上她来了句好脏啊？？现在好有压力”两个人在一起时是互相取悦的过程，杏生活时的一些举动，有的人可以接受，有的人无法接受，有的人喜欢，有的人反感。双方可以沟通下自己的一些想法，如果对方不喜欢某种动作，以后要避免。但也不必要给自己太大心理 ​  展开c,100,2420,93409
超斯基信箱,许超医生,//weibo.com/5979495016?refer_flag=1001030103_,2022年09月07日 20:05,//weibo.com/5979495016/M4GcK57Mr?refer_flag=1001030103_,暂无,#超斯基信箱# “这个是不是菜花？在老公丁丁上发现一小颗这个，大概两周了没敢确认，但我实在是觉得很像”从图片来看，这是尖锐湿疣，尽快到医院就诊治疗吧，双方一起去。 ​,286,4442,66363
